id_criterio,id_proveedor,id_obra,id_tipo_proveedor,id_corte_evaluacion,puntaje_maximo,puntaje_promedio,evaluado
Cumple oportunamente con los aportes de seguridad social,MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con los reportes de accidentes presentados,MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,MAXIMO AMBIENTE SAS SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con las especificaciones técnicas,MECA DEL CARIBE SAS .,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,MECA DEL CARIBE SAS .,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,23.00,si
Servicio postventa,MECA DEL CARIBE SAS .,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,MECA DEL CARIBE SAS .,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,18.00,si
Cumple con el servicio dentro del programa establecido,MEGALEASING CORP S A S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,30,28.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,MEGALEASING CORP S A S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,23.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,MEGALEASING CORP S A S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,23.00,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,MEGALEASING CORP S A S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas del servicio,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Cumple con el programa de obra,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
Aporta positivamente a la solución de problemas en el proyecto,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con los reportes de accidentes presentados,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,METALES Y CONSTRUCCION SAS,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con las especificaciones técnicas,MEXICHEM COLOMBIA S A S INSUMOS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,33.75,si
Entrega oportuna del producto,MEXICHEM COLOMBIA S A S INSUMOS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,20.00,si
Servicio postventa,MEXICHEM COLOMBIA S A S INSUMOS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,MEXICHEM COLOMBIA S A S INSUMOS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,18.00,si
Cumple con las especificaciones técnicas,MONTAJES ELECTRICOS Y DE TELECOMUNICACIONES SAS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,31.25,si
Entrega oportuna del producto,MONTAJES ELECTRICOS Y DE TELECOMUNICACIONES SAS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,21.25,si
Servicio postventa,MONTAJES ELECTRICOS Y DE TELECOMUNICACIONES SAS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,18.75,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,MONTAJES ELECTRICOS Y DE TELECOMUNICACIONES SAS,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,17.00,si
Cumple con las especificaciones técnicas del servicio,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Cumple con el programa de obra,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
Aporta positivamente a la solución de problemas en el proyecto,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el uso de los elementos de protección personal,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con los reportes de accidentes presentados,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,MQ INGENIERIA Y SERVICIOS S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con las especificaciones técnicas del servicio,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,19.00,si
Cumple con el programa de obra,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,20.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,10.00,si
Aporta positivamente a la solución de problemas en el proyecto,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,9.50,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los aportes de seguridad social,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con los reportes de accidentes presentados,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,MYND ENERGY S.A.S SUBCONTRATISTA,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con las especificaciones técnicas,NACIONAL DE TRANSFORMADORES S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,NACIONAL DE TRANSFORMADORES S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,23.75,si
Servicio postventa,NACIONAL DE TRANSFORMADORES S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,18.75,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,NACIONAL DE TRANSFORMADORES S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,18.00,si
Cumple con el servicio dentro del programa establecido,NANOSEGUNDOS SISTEMAS & INTEGRACION S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,30,30.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,NANOSEGUNDOS SISTEMAS & INTEGRACION S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,25.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,NANOSEGUNDOS SISTEMAS & INTEGRACION S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,24.00,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,NANOSEGUNDOS SISTEMAS & INTEGRACION S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas del servicio,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Cumple con el programa de obra,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
Aporta positivamente a la solución de problemas en el proyecto,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los aportes de seguridad social,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el uso de los elementos de protección personal,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con los reportes de accidentes presentados,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,NON-TRADITIONAL MARBLE S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con las especificaciones técnicas,PC QUICK S A S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,PC QUICK S A S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,25.00,si
Servicio postventa,PC QUICK S A S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,PC QUICK S A S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,19.00,si
Cumple con las especificaciones técnicas,PERAZA ARAMENDIZ MORAYMA YOLANDA,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,32.50,si
Entrega oportuna del producto,PERAZA ARAMENDIZ MORAYMA YOLANDA,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,18.75,si
Servicio postventa,PERAZA ARAMENDIZ MORAYMA YOLANDA,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,PERAZA ARAMENDIZ MORAYMA YOLANDA,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,9.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,20,19.00,si
Continuidad y rendimiento en la prestación del servicio,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,20,19.00,si
Suministra el personal competente para el servicio que presta,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,20,19.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple oportunamente con los aportes de seguridad social,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple con el uso de los elementos de protección personal,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple con los reportes de accidentes presentados,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,PEREA GUARNIZO VICENTA CARLINA,MAGDALENA RIVER VIEW SAS,Maquinaria y equipo,09/15/2025,5,3.00,si
Cumple con el servicio dentro del programa establecido,PERI S.A.S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,30,15.83,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,PERI S.A.S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,12.50,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,PERI S.A.S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,13.33,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,PERI S.A.S,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas del servicio,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Cumple con el programa de obra,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
Aporta positivamente a la solución de problemas en el proyecto,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el uso de los elementos de protección personal,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con los reportes de accidentes presentados,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,PINTURAS HELLEN S.A.S,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con las especificaciones técnicas,PROMADERAS COLOMBIA S.A.S.,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,33.75,si
Entrega oportuna del producto,PROMADERAS COLOMBIA S.A.S.,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,25.00,si
Servicio postventa,PROMADERAS COLOMBIA S.A.S.,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,PROMADERAS COLOMBIA S.A.S.,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,18.00,si
Cumple con las especificaciones técnicas del servicio,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Cumple con el programa de obra,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.50,si
Aporta positivamente a la solución de problemas en el proyecto,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,8.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los aportes de seguridad social,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con los reportes de accidentes presentados,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,PROYECTOS & CONSTRUCCIONES OCHOA S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con las especificaciones técnicas,REPRESENTACIONES FONINA S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,35,33.75,si
Entrega oportuna del producto,REPRESENTACIONES FONINA S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,25,23.75,si
Servicio postventa,REPRESENTACIONES FONINA S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,REPRESENTACIONES FONINA S.A.S,MAGDALENA RIVER VIEW SAS,Insumos,09/15/2025,20,9.00,si
Cumple con el servicio dentro del programa establecido,RETIPROYECTOS S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,30,28.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,RETIPROYECTOS S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,23.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,RETIPROYECTOS S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,25,23.00,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,RETIPROYECTOS S.A.S.,MAGDALENA RIVER VIEW SAS,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas del servicio,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,14.00,si
Cumple con el programa de obra,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,20,14.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,7.25,si
Aporta positivamente a la solución de problemas en el proyecto,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,10,7.75,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los aportes de seguridad social,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el uso de los elementos de protección personal,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con los reportes de accidentes presentados,RICARDO GONZALEZ ARQUITECTURA Y CONSTRUCCION S.A.S.,MAGDALENA RIVER VIEW SAS,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
